D142	Это ареал Большого Лос-Анджелеса с населением в 17 786 419 человек и Сан-Диего—Тихуана с 5 105 768 жителями.
D143	Из этих метрополитенских ареалов, метрополитенские ареалы Лос-Анджелес—Донг-Бич—Санта-Ана, Риверсайд—Сан-Бернардино—Онтарио и Окснард—Таузенд Оакс—Вентура образуют Большой Лос-Анджелес, а метрополитенские ареалы Эль-Сентро и Сан-Диего—Карлсбад—Сан-Маркос образуют Южный приграничный регион.
D144	Севернее Большого Лос-Анджелеса расположены метрополитенские ареалы Санта-Барбара, Сан-Луис-Обиспо и Бейкерсфилд.
D145	В Южной Калифорнии находится международный аэропорт Лос-Анджелеса, второй по объему пассажиропотока аэропорт в США (см. список самых загруженных аэропортов мира по пассажиропотоку) и третий по объему международного пассажиропотока (см. список наиболее загруженных аэропортов в США по объему международного пассажиропотока), Международный аэропорт Сан-Диего — самый загруженный однополосный аэропорт в мире, Аэропорт Ван Найс — самый загруженный аэропорт авиации общего назначения в мире, крупные коммерческие аэропорты округов Ориндж, Бейкерсфилд, Онтарио, Бурбанк и Лонг-Бич, а также многочисленные небольшие коммерческие аэропорты и аэропорты общего назначения.
D146	Профессиональные спортивные команды в Южной Калифорнии включают в себя команды лиги НФЛ (Лос-Анджелес Рэмс, Сан-Диего Чарджерс), НБА (Лос-Анджелес-Лэйкерс, Лос-Анджелес-Клипперс), MLB (Лос0Анджелес Доджерс, Лос-Анджелес Энджелс из Анахайма, Сан-Диего Падрес), НХЛ (Лос-Анджелес Кингс, Анахайм Дакс) и MLS (Лос-Анджелес Гэлекси).
D147	С 2005 до 2014 года в Лос-Анджелесе было две команды, игравших в Высшей футбольной лиге — Лос-Анджелес Гэлекси и Чивас USA, обе играли на стадионе StubHub Center и были местными командами, соперничавшими между собой.
D148	Однако Чивас выбыли из MLS после сезона 2014 года, так что вторая команда планирует вернуться в лигу в 2018 году.
D149	Эфиры BSkyB со стандартным разрешением видео осуществляются с использованием формата MPEG-2 совместимого с DVB, каналы Sky Movies и Sky Box Office предлагают опцию Dolby Digital для звуковых дорожек недавно выпущенных фильмов, хотя это доступно только для владельцев ресивера Sky+.
D150	Видео в формате HD через Sky+ транслируется в формате MPEG-4, при этом большая часть материала в разрешении HD транслируется с использованием стандартаDVB-S2.
D151	Интерактивные услуги и электронная программа передач на неделю используют проприетарную систему OpenTV, при этом телевизионные приставки используют модем для обратного канала.
D152	Sky News и некоторые другие каналы предлагает псевдоаналог услуги видео по запросу, транслируя непрерывные циклы потокового видео.
D153	После запуска Sky Digital в 1998 году, этот новый сервис использовал спутник Astra 2A, который располагался на орбите в позиции 28,5° восточной долготы, в отличие от аналоговых спутников, транслировавших данные в позиции 19,2° восточной долготы.
